ID,category,xsection,kfactor,efficiency,name,group,subgroup
147030,Background,11.916,1.15,1.0,AlpgenPythia_Auto_P2011C_WenuNp5incl,W+jetsAlpPyt,enu
147033,Background,8127.2,1.15,1.0,AlpgenPythia_Auto_P2011C_WmunuNp0,W+jetsAlpPyt,munu
147034,Background,1792.8,1.15,1.0,AlpgenPythia_Auto_P2011C_WmunuNp1,W+jetsAlpPyt,munu
147035,Background,542.42,1.15,1.0,AlpgenPythia_Auto_P2011C_WmunuNp2,W+jetsAlpPyt,munu
147036,Background,147.68,1.15,1.0,AlpgenPythia_Auto_P2011C_WmunuNp3,W+jetsAlpPyt,munu
147037,Background,37.760,1.15,1.0,AlpgenPythia_Auto_P2011C_WmunuNp4,W+jetsAlpPyt,munu
147038,Background,11.934,1.15,1.0,AlpgenPythia_Auto_P2011C_WmunuNp5incl,W+jetsAlpPyt,munu
147041,Background,8126.0,1.15,1.0,AlpgenPythia_Auto_P2011C_WtaunuNp0,W+jetsAlpPyt,taunu
147042,Background,1792.5,1.15,1.0,AlpgenPythia_Auto_P2011C_WtaunuNp1,W+jetsAlpPyt,taunu
147043,Background,542.21,1.15,1.0,AlpgenPythia_Auto_P2011C_WtaunuNp2,W+jetsAlpPyt,taunu
147044,Background,147.61,1.15,1.0,AlpgenPythia_Auto_P2011C_WtaunuNp3,W+jetsAlpPyt,taunu
147045,Background,37.738,1.15,1.0,AlpgenPythia_Auto_P2011C_WtaunuNp4,W+jetsAlpPyt,taunu
147046,Background,11.905,1.15,1.0,AlpgenPythia_Auto_P2011C_WtaunuNp5incl,W+jetsAlpPyt,taunu
200056,Background,759.00,1.15,1.0,AlpgenPythia_Auto_P2011C_WcNp0,W+jetsAlpPyt,c
200057,Background,274.52,1.15,1.0,AlpgenPythia_Auto_P2011C_WcNp1,W+jetsAlpPyt,c
200058,Background,71.650,1.15,1.0,AlpgenPythia_Auto_P2011C_WcNp2,W+jetsAlpPyt,c
200059,Background,16.532,1.15,1.0,AlpgenPythia_Auto_P2011C_WcNp3,W+jetsAlpPyt,c
200060,Background,4.8007,1.15,1.0,AlpgenPythia_Auto_P2011C_WcNp4incl,W+jetsAlpPyt,c
200156,Background,149.35,1.15,1.0,AlpgenPythia_Auto_P2011C_WccNp0,W+jetsAlpPyt,cc
200157,Background,143.91,1.15,1.0,AlpgenPythia_Auto_P2011C_WccNp1,W+jetsAlpPyt,cc
200158,Background,84.303,1.15,1.0,AlpgenPythia_Auto_P2011C_WccNp2,W+jetsAlpPyt,cc
200159,Background,44.296,1.15,1.0,AlpgenPythia_Auto_P2011C_WccNp3incl,W+jetsAlpPyt,cc
200256,Background,52.207,1.15,1.0,AlpgenPythia_Auto_P2011C_WbbNp0,W+jetsAlpPyt,bb
200257,Background,45.615,1.15,1.0,AlpgenPythia_Auto_P2011C_WbbNp1,W+jetsAlpPyt,bb
200258,Background,23.953,1.15,1.0,AlpgenPythia_Auto_P2011C_WbbNp2,W+jetsAlpPyt,bb
200259,Background,13.632,1.15,1.0,AlpgenPythia_Auto_P2011C_WbbNp3incl,W+jetsAlpPyt,bb
181471,Background,2.8286,0.880,1.0,Sherpa_CT10_eeee_1p_lt4gt4,Zgamma,Zgammastar
181472,Background,2.3450,0.880,1.0,Sherpa_CT10_eemumu_1p_lt4gt4,Zgamma,Zgammastar
181473,Background,1.5933,0.880,1.0,Sherpa_CT10_eetautau_1p_lt4gt4,Zgamma,Zgammastar
181474,Background,0.4861,0.880,1.0,Sherpa_CT10_mumuee_1p_lt4gt4,Zgamma,Zgammastar
181475,Background,0.5084,0.880,1.0,Sherpa_CT10_mumumumu_1p_lt4gt4,Zgamma,Zgammastar
181476,Background,0.4229,0.880,1.0,Sherpa_CT10_mumutautau_1p_lt4gt4,Zgamma,Zgammastar
181477,Background,0.0040,0.880,1.0,Sherpa_CT10_tautauee_1p_lt4gt4,Zgamma,Zgammastar
181478,Background,0.0040,0.880,1.0,Sherpa_CT10_tautaumumu_1p_lt4gt4,Zgamma,Zgammastar
181479,Background,0.0041,0.880,1.0,Sherpa_CT10_tautautautau_1p_lt4gt4,Zgamma,Zgammastar
160155,Background,0.005569,1.00,1.0,PowhegPythia8_AU2CT10_ggH125_ZZ4lep,HtoZZ,125
